,Symbol,Expiry,Option Type,Strike Price,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Premium Turnover,Open Interest,Change in OI,Underlying,expiry_type,Date,value,days_to_expiry,IV
0,ADANIPORTS,2015-01-29,PE,320.0,13.5,14.0,11.5,12.0,12.7,12.0,141,46862000.0,,81000,10000,319.55,monthly,2015-01-01,319.55,28,35
2,ADANIPORTS,2015-01-29,PE,320.0,11.9,12.5,8.9,10.85,10.7,10.85,428,141296000.0,,167000,86000,319.35,monthly,2015-01-02,319.35,27,32
4,ADANIPORTS,2015-01-29,PE,320.0,10.2,11.25,8.5,10.65,10.7,10.65,188,62042999.99999999,,204000,37000,323.8,monthly,2015-01-05,323.8,24,39
6,ADANIPORTS,2015-01-29,PE,320.0,12.2,14.55,7.95,12.45,12.25,12.45,587,194175000.0,,286000,82000,321.85,monthly,2015-01-06,321.85,23,43
8,ADANIPORTS,2015-01-29,PE,320.0,11.0,14.95,9.35,12.65,12.65,12.65,337,111960000.0,,277000,-9000,321.1,monthly,2015-01-07,321.1,22,43
10,ADANIPORTS,2015-01-29,PE,330.0,14.55,14.6,9.8,10.55,10.0,10.55,134,45773000.0,,104000,45000,334.55,monthly,2015-01-08,334.55,21,41
12,ADANIPORTS,2015-01-29,PE,330.0,7.85,13.0,7.1,10.75,10.4,10.75,244,82982000.0,,108000,4000,331.15,monthly,2015-01-09,331.15,20,38
14,ADANIPORTS,2015-01-29,PE,330.0,11.2,13.8,9.15,11.35,11.35,11.35,123,42014000.0,,113000,5000,328.45,monthly,2015-01-12,328.45,17,38
16,ADANIPORTS,2015-01-29,PE,320.0,6.4,9.0,5.9,8.15,7.7,8.15,270,88379000.0,,282000,-21000,323.0,monthly,2015-01-13,323.0,16,36
18,ADANIPORTS,2015-01-29,PE,330.0,12.15,13.1,8.4,9.25,8.75,9.25,139,47324000.0,,104000,-9000,331.25,monthly,2015-01-14,331.25,15,38
20,ADANIPORTS,2015-01-29,PE,330.0,8.0,12.6,7.5,9.45,9.75,9.45,149,50619000.0,,108000,4000,330.6,monthly,2015-01-15,330.6,14,39
22,ADANIPORTS,2015-01-29,PE,330.0,10.5,10.6,6.65,7.95,7.8,7.95,121,40920000.0,,145000,37000,330.85,monthly,2015-01-16,330.85,13,34
24,ADANIPORTS,2015-01-29,PE,330.0,6.7,9.55,6.65,8.2,8.05,8.2,116,39196000.0,,124000,-21000,328.35,monthly,2015-01-19,328.35,10,35
26,ADANIPORTS,2015-01-29,PE,330.0,7.5,8.95,6.4,6.85,7.15,6.85,100,33737000.0,,122000,-2000,330.5,monthly,2015-01-20,330.5,9,35
28,ADANIPORTS,2015-01-29,PE,330.0,6.4,9.2,5.85,7.3,7.35,7.3,113,38114000.0,,113000,-9000,329.35,monthly,2015-01-21,329.35,8,36
30,ADANIPORTS,2015-01-29,PE,330.0,6.65,7.5,6.0,6.65,6.4,6.65,109,36691000.0,,115000,2000,329.4,monthly,2015-01-22,329.4,7,35
32,ADANIPORTS,2015-01-29,PE,350.0,16.0,16.0,5.15,8.7,9.25,8.7,118,42227000.0,,41000,36000,346.9,monthly,2015-01-23,346.9,6,40
34,ADANIPORTS,2015-01-29,PE,350.0,9.7,10.5,6.4,8.85,9.0,8.85,65,23303000.0,,45000,4000,345.15,monthly,2015-01-27,345.15,2,60
36,ADANIPORTS,2015-01-29,PE,340.0,4.0,8.95,1.5,4.15,4.95,4.15,872,300093000.0,,92000,-65000,339.25,monthly,2015-01-28,339.25,1,53
320,ADANIPORTS,2015-02-26,PE,340.0,16.0,19.3,14.75,16.8,17.75,16.8,191,68145000.0,,149000,61000,335.9,monthly,2015-02-02,335.9,24,44
322,ADANIPORTS,2015-02-26,PE,330.0,13.5,16.5,13.5,16.5,16.5,16.5,35,12075000.0,,57000,17000,327.8,monthly,2015-02-03,327.8,23,48
324,ADANIPORTS,2015-02-26,PE,320.0,10.85,13.45,10.1,12.9,12.7,12.9,67,22218000.0,,93000,32000,321.25,monthly,2015-02-04,321.25,22,44
326,ADANIPORTS,2015-02-26,PE,310.0,10.3,12.25,8.5,11.45,12.25,11.45,78,24941000.0,,88000,-9000,312.2,monthly,2015-02-05,312.2,21,43
328,ADANIPORTS,2015-02-26,PE,300.0,7.25,11.6,6.75,10.95,10.8,10.95,112,34551000.0,,146000,12000,300.2,monthly,2015-02-06,300.2,20,40
330,ADANIPORTS,2015-02-26,PE,300.0,12.5,12.5,8.45,11.85,12.0,11.85,135,41927000.0,,161000,15000,300.15,monthly,2015-02-09,300.15,17,47
332,ADANIPORTS,2015-02-26,PE,320.0,22.05,22.05,12.3,13.35,12.3,13.35,61,20452000.0,,89000,-1000,317.85,monthly,2015-02-10,317.85,16,47
334,ADANIPORTS,2015-02-26,PE,330.0,15.5,15.55,12.3,13.1,12.85,13.1,48,16507000.0,,60000,17000,326.1,monthly,2015-02-11,326.1,15,42
336,ADANIPORTS,2015-02-26,PE,340.0,15.5,16.4,12.5,13.25,12.5,13.25,43,15227000.000000002,,132000,11000,336.6,monthly,2015-02-12,336.6,14,44
338,ADANIPORTS,2015-02-26,PE,340.0,13.0,14.9,10.0,13.45,13.4,13.45,65,22907000.0,,153000,21000,335.35,monthly,2015-02-13,335.35,13,44
340,ADANIPORTS,2015-02-26,PE,330.0,8.0,9.4,5.85,8.9,8.45,8.9,144,48586000.0,,229000,-7000,331.25,monthly,2015-02-16,331.25,10,44
342,ADANIPORTS,2015-02-26,PE,330.0,7.55,8.45,6.9,7.15,7.1,7.15,50,16881000.0,,217000,-12000,333.8,monthly,2015-02-18,333.8,8,46
344,ADANIPORTS,2015-02-26,PE,330.0,6.95,11.4,4.05,6.6,6.95,6.6,230,77650000.0,,231000,14000,333.85,monthly,2015-02-19,333.85,7,46
346,ADANIPORTS,2015-02-26,PE,330.0,5.35,8.75,5.15,8.1,7.9,8.1,56,18891000.0,,230000,-1000,329.0,monthly,2015-02-20,329.0,6,45
348,ADANIPORTS,2015-02-26,PE,320.0,3.5,4.3,2.1,2.7,2.5,2.7,139,44891000.0,,211000,-30000,323.4,monthly,2015-02-23,323.4,3,36
350,ADANIPORTS,2015-02-26,PE,330.0,11.0,11.0,2.2,3.25,2.2,3.25,115,38628000.0,,180000,-14000,334.05,monthly,2015-02-24,334.05,2,51
352,ADANIPORTS,2015-02-26,PE,330.0,2.45,5.5,1.25,3.85,3.75,3.85,161,53504000.0,,133000,-47000,328.2,monthly,2015-02-25,328.2,1,41
680,ADANIPORTS,2015-03-26,PE,330.0,11.4,14.45,11.3,12.35,12.0,12.35,93,31912000.0,,92000,10000,330.35,monthly,2015-03-02,330.35,24,38
682,ADANIPORTS,2015-03-26,PE,340.0,15.05,16.5,14.05,15.2,15.3,15.2,30,10651000.0,,35000,-1000,336.55,monthly,2015-03-03,336.55,23,41
684,ADANIPORTS,2015-03-26,PE,330.0,8.05,12.5,8.0,11.8,12.5,11.8,113,38361000.0,,106000,6000,332.0,monthly,2015-03-04,332.0,22,41
686,ADANIPORTS,2015-03-26,PE,330.0,10.8,12.95,10.0,10.4,10.3,10.4,88,30033000.0,,101000,-5000,333.05,monthly,2015-03-05,333.05,21,38
688,ADANIPORTS,2015-03-26,PE,320.0,7.5,8.7,5.5,8.45,8.5,8.45,87,28506000.0,,179000,2000,325.0,monthly,2015-03-09,325.0,17,39
690,ADANIPORTS,2015-03-26,PE,320.0,8.25,12.0,6.8,10.1,10.35,10.1,213,70012000.0,,211000,32000,317.55,monthly,2015-03-10,317.55,16,34
692,ADANIPORTS,2015-03-26,PE,310.0,6.7,13.1,6.3,10.2,10.45,10.2,201,64282000.00000001,,145000,7000,307.8,monthly,2015-03-11,307.8,15,37
694,ADANIPORTS,2015-03-26,PE,310.0,9.75,11.0,7.5,8.25,8.55,8.25,69,22001000.0,,148000,3000,310.25,monthly,2015-03-12,310.25,14,35
696,ADANIPORTS,2015-03-26,PE,310.0,6.85,10.0,5.4,9.6,9.05,9.6,363,115161000.0,,201000,53000,306.25,monthly,2015-03-13,306.25,13,34
698,ADANIPORTS,2015-03-26,PE,310.0,12.0,12.0,4.9,5.2,5.05,5.2,138,43732000.0,,223000,22000,313.3,monthly,2015-03-16,313.3,10,33
700,ADANIPORTS,2015-03-26,PE,320.0,11.0,11.9,6.5,6.9,7.75,6.9,91,29877000.0,,262000,11000,319.55,monthly,2015-03-17,319.55,9,34
702,ADANIPORTS,2015-03-26,PE,320.0,6.3,9.4,5.8,7.35,9.05,7.35,151,49339000.0,,259000,-3000,316.65,monthly,2015-03-18,316.65,8,30
704,ADANIPORTS,2015-03-26,PE,310.0,3.0,5.1,1.75,4.25,4.8,4.25,225,70387000.0,,195000,-36000,312.9,monthly,2015-03-19,312.9,7,33
706,ADANIPORTS,2015-03-26,PE,310.0,4.4,6.45,2.8,5.25,5.75,5.25,217,68158000.0,,176000,-19000,308.15,monthly,2015-03-20,308.15,6,27
708,ADANIPORTS,2015-03-26,PE,300.0,1.5,2.75,0.75,2.2,2.0,2.2,234,70573000.0,,153000,4000,303.85,monthly,2015-03-23,303.85,3,35
710,ADANIPORTS,2015-03-26,PE,310.0,8.05,10.7,3.05,3.85,3.85,3.85,56,17753000.0,,166000,-7000,307.1,monthly,2015-03-24,307.1,2,23
712,ADANIPORTS,2015-03-26,PE,310.0,2.35,3.1,0.9,1.1,1.3,1.1,217,67663000.0,,188000,22000,314.75,monthly,2015-03-25,314.75,1,44
1040,ADANIPORTS,2015-04-30,PE,310.0,11.0,12.25,9.8,9.9,9.8,9.9,17,5458000.0,,22000,1000,310.95,monthly,2015-04-01,310.95,29,31
1042,ADANIPORTS,2015-04-30,PE,320.0,13.35,13.35,9.0,10.0,9.9,10.0,60,19862000.0,,43000,30000,321.25,monthly,2015-04-06,321.25,24,33
1044,ADANIPORTS,2015-04-30,PE,320.0,10.35,12.25,7.5,8.1,8.25,8.1,46,15194000.0,,44000,1000,323.9,monthly,2015-04-07,323.9,23,32
1046,ADANIPORTS,2015-04-30,PE,320.0,9.05,11.0,8.4,10.7,10.8,10.7,27,8904000.0,,53000,9000,319.15,monthly,2015-04-08,319.15,22,34
1048,ADANIPORTS,2015-04-30,PE,320.0,11.3,13.3,10.95,11.4,11.6,11.4,47,15578000.0,,62000,9000,316.7,monthly,2015-04-09,316.7,21,33
1050,ADANIPORTS,2015-04-30,PE,320.0,8.85,11.2,8.0,9.85,10.0,9.85,36,11853000.0,,71000,9000,319.8,monthly,2015-04-10,319.8,20,34
1052,ADANIPORTS,2015-04-30,PE,330.0,12.8,12.8,8.65,8.95,8.75,8.95,30,10231000.0,,19000,4000,330.8,monthly,2015-04-13,330.8,17,34
1054,ADANIPORTS,2015-04-30,PE,330.0,10.0,13.4,7.8,12.6,12.05,12.6,41,13938000.0,,30000,11000,325.75,monthly,2015-04-15,325.75,15,40
1056,ADANIPORTS,2015-04-30,PE,330.0,9.9,13.4,9.05,11.5,11.5,11.5,31,10558000.0,,27000,-3000,327.5,monthly,2015-04-16,327.5,14,41
1058,ADANIPORTS,2015-04-30,PE,320.0,5.75,7.15,4.0,6.6,6.0,6.6,71,23113000.0,,115000,-11000,322.75,monthly,2015-04-17,322.75,13,33
1060,ADANIPORTS,2015-04-30,PE,310.0,3.95,7.4,3.95,5.65,5.6,5.65,107,33740000.0,,51000,-2000,313.5,monthly,2015-04-20,313.5,10,36
1062,ADANIPORTS,2015-04-30,PE,310.0,6.0,6.1,2.95,4.0,3.65,4.0,82,25766000.000000004,,58000,7000,314.45,monthly,2015-04-21,314.45,9,31
1064,ADANIPORTS,2015-04-30,PE,310.0,3.1,8.0,3.1,3.8,3.85,3.8,80,25213000.0,,55000,-3000,313.7,monthly,2015-04-22,313.7,8,30
1066,ADANIPORTS,2015-04-30,PE,320.0,6.0,8.85,5.55,6.25,6.35,6.25,28,9146000.0,,96000,2000,318.6,monthly,2015-04-23,318.6,7,32
1068,ADANIPORTS,2015-04-30,PE,320.0,7.6,7.6,4.8,5.35,4.8,5.35,24,7822000.0,,100000,4000,316.3,monthly,2015-04-24,316.3,6,20
1070,ADANIPORTS,2015-04-30,PE,310.0,1.0,7.45,0.8,6.45,7.0,6.45,213,66795000.00000001,,42000,-41000,305.95,monthly,2015-04-27,305.95,3,37
1072,ADANIPORTS,2015-04-30,PE,310.0,4.1,12.3,4.0,9.4,9.4,9.4,44,14055000.000000002,,42000,0,306.1,monthly,2015-04-28,306.1,2,81
1074,ADANIPORTS,2015-04-30,PE,310.0,5.0,5.0,1.2,2.1,1.95,2.1,68,21262000.0,,57000,15000,312.85,monthly,2015-04-29,312.85,1,50
1268,ADANIPORTS,2015-05-28,PE,350.0,19.0,19.45,14.45,15.0,14.75,15.0,26,9519000.0,,17000,17000,347.2,monthly,2015-05-04,347.2,24,39
1270,ADANIPORTS,2015-05-28,PE,340.0,11.0,13.35,9.6,11.2,11.45,11.2,116,40763000.0,,39000,-8000,342.7,monthly,2015-05-05,342.7,23,38
1272,ADANIPORTS,2015-05-28,PE,330.0,8.5,12.95,8.35,11.75,12.2,11.75,153,52101000.0,,84000,-8000,331.2,monthly,2015-05-06,331.2,22,39
1274,ADANIPORTS,2015-05-28,PE,320.0,9.75,13.5,7.65,10.6,10.0,10.6,73,24107000.0,,46000,-6000,322.8,monthly,2015-05-07,322.8,21,40
1276,ADANIPORTS,2015-05-28,PE,340.0,16.55,16.75,10.4,13.15,12.75,13.15,42,14809000.0,,39000,18000,335.1,monthly,2015-05-08,335.1,20,35
1278,ADANIPORTS,2015-05-28,PE,340.0,11.0,11.5,9.0,9.25,9.0,9.25,79,27665000.0,,66000,27000,344.05,monthly,2015-05-11,344.05,17,39
1280,ADANIPORTS,2015-05-28,PE,330.0,6.0,8.3,6.0,7.95,7.6,7.95,113,38153000.0,,106000,-6000,334.9,monthly,2015-05-12,334.9,16,37
1282,ADANIPORTS,2015-05-28,PE,340.0,10.0,12.3,8.3,9.85,9.6,9.85,65,22737000.0,,62000,5000,340.45,monthly,2015-05-13,340.45,15,37
1284,ADANIPORTS,2015-05-28,PE,330.0,7.0,9.1,5.75,8.35,8.1,8.35,91,30726000.0,,102000,-8000,333.95,monthly,2015-05-14,333.95,14,40
1286,ADANIPORTS,2015-05-28,PE,330.0,8.1,10.95,6.65,10.2,9.25,10.2,119,40320000.0,,101000,-1000,329.0,monthly,2015-05-15,329.0,13,40
1288,ADANIPORTS,2015-05-28,PE,340.0,12.2,12.2,8.0,8.5,8.5,8.5,25,8748000.0,,67000,10000,339.35,monthly,2015-05-18,339.35,10,37
1290,ADANIPORTS,2015-05-28,PE,340.0,10.0,10.0,6.3,8.5,9.05,8.5,100,34758000.0,,70000,3000,339.85,monthly,2015-05-19,339.85,9,40
1292,ADANIPORTS,2015-05-28,PE,340.0,7.2,8.3,6.05,6.8,6.4,6.8,99,34391000.0,,83000,13000,343.05,monthly,2015-05-20,343.05,8,41
1294,ADANIPORTS,2015-05-28,PE,350.0,9.5,9.5,7.55,8.35,8.0,8.35,71,25446000.0,,92000,27000,348.4,monthly,2015-05-21,348.4,7,39
1296,ADANIPORTS,2015-05-28,PE,350.0,6.0,7.85,4.4,5.85,6.0,5.85,138,49084000.0,,114000,22000,348.95,monthly,2015-05-22,348.95,6,30
1298,ADANIPORTS,2015-05-28,PE,340.0,3.85,4.0,1.8,2.9,2.9,2.9,262,89875000.0,,125000,-6000,342.9,monthly,2015-05-25,342.9,3,34
1300,ADANIPORTS,2015-05-28,PE,350.0,9.0,9.0,4.5,6.75,6.75,6.75,64,22796000.0,,120000,3000,345.25,monthly,2015-05-26,345.25,2,38
1302,ADANIPORTS,2015-05-28,PE,340.0,1.65,5.4,1.5,3.45,4.1,3.45,169,58016999.99999999,,93000,-54000,338.9,monthly,2015-05-27,338.9,1,40
1572,ADANIPORTS,2015-06-25,PE,310.0,8.75,13.2,5.95,12.2,12.8,12.2,628,199840000.0,,49000,24000,311.55,monthly,2015-06-01,311.55,24,42
1574,ADANIPORTS,2015-06-25,PE,310.0,7.75,14.0,6.95,12.35,10.75,12.35,253,81224000.0,,98000,49000,309.15,monthly,2015-06-02,309.15,23,40
1576,ADANIPORTS,2015-06-25,PE,300.0,9.55,20.0,8.55,13.95,12.55,13.95,955,300720000.0,,179000,61000,297.25,monthly,2015-06-03,297.25,22,44
1578,ADANIPORTS,2015-06-25,PE,310.0,16.95,16.95,9.05,10.65,10.4,10.65,244,78509000.0,,121000,43000,311.2,monthly,2015-06-04,311.2,21,39
1580,ADANIPORTS,2015-06-25,PE,310.0,10.2,10.2,8.1,9.5,9.3,9.5,94,29995000.0,,112000,-9000,311.3,monthly,2015-06-05,311.3,20,36
1582,ADANIPORTS,2015-06-25,PE,300.0,5.25,10.7,4.95,9.0,8.1,9.0,458,140948000.0,,192000,-8000,302.15,monthly,2015-06-08,302.15,17,40
1584,ADANIPORTS,2015-06-25,PE,310.0,11.4,13.85,9.0,11.65,11.95,11.65,118,37865000.0,,116000,9000,306.55,monthly,2015-06-09,306.55,16,39
1586,ADANIPORTS,2015-06-25,PE,310.0,10.4,10.4,7.1,7.85,7.8,7.85,128,40737000.0,,132000,16000,312.95,monthly,2015-06-10,312.95,15,37
1588,ADANIPORTS,2015-06-25,PE,300.0,3.45,7.85,2.85,7.55,7.65,7.55,340,103958000.0,,197000,-9000,304.25,monthly,2015-06-11,304.25,14,41
1590,ADANIPORTS,2015-06-25,PE,310.0,14.0,14.0,6.6,7.05,6.6,7.05,90,28712000.0,,141000,3000,312.05,monthly,2015-06-12,312.05,13,35
1592,ADANIPORTS,2015-06-25,PE,310.0,7.2,7.9,4.65,6.9,6.9,6.9,220,69599000.0,,128000,-13000,310.05,monthly,2015-06-15,310.05,10,34
1594,ADANIPORTS,2015-06-25,PE,310.0,9.5,10.45,4.15,4.7,4.85,4.7,160,50779000.0,,149000,21000,313.2,monthly,2015-06-16,313.2,9,32
1596,ADANIPORTS,2015-06-25,PE,310.0,5.15,6.5,3.7,5.5,5.65,5.5,355,111675000.0,,244000,95000,311.0,monthly,2015-06-17,311.0,8,33
1598,ADANIPORTS,2015-06-25,PE,310.0,5.05,6.0,4.5,4.95,4.85,4.95,147,46332000.0,,257000,13000,311.0,monthly,2015-06-18,311.0,7,32
1600,ADANIPORTS,2015-06-25,PE,300.0,1.5,3.75,1.35,3.2,3.0,3.2,345,104267000.0,,261000,-32000,304.6,monthly,2015-06-19,304.6,6,34
1602,ADANIPORTS,2015-06-25,PE,310.0,5.85,7.0,2.05,3.3,3.15,3.3,328,102804000.0,,223000,-25000,311.05,monthly,2015-06-22,311.05,3,34
1604,ADANIPORTS,2015-06-25,PE,320.0,8.2,8.2,5.0,6.0,6.0,6.0,35,11417000.0,,83000,17000,316.05,monthly,2015-06-23,316.05,2,40
1606,ADANIPORTS,2015-06-25,PE,310.0,1.0,2.65,0.65,2.2,2.65,2.2,253,78887000.0,,242000,-2000,311.55,monthly,2015-06-24,311.55,1,44
1800,ADANIPORTS,2015-07-30,PE,310.0,11.0,11.0,9.15,9.45,9.5,9.45,36,11517000.0,,110000,-2000,311.3,monthly,2015-07-01,311.3,29,30
1802,ADANIPORTS,2015-07-30,PE,320.0,12.6,12.7,10.6,11.3,11.25,11.3,32,10605000.0,,53000,14000,316.05,monthly,2015-07-02,316.05,28,28
1804,ADANIPORTS,2015-07-30,PE,320.0,10.15,10.3,7.9,9.85,10.0,9.85,248,81549000.0,,208000,155000,320.8,monthly,2015-07-03,320.8,27,31
1806,ADANIPORTS,2015-07-30,PE,320.0,11.7,11.7,8.5,8.9,8.5,8.9,327,107794000.0,,298000,90000,320.1,monthly,2015-07-06,320.1,24,28
1808,ADANIPORTS,2015-07-30,PE,330.0,11.4,12.25,8.0,8.4,8.5,8.4,219,74427000.0,,156000,152000,333.05,monthly,2015-07-07,333.05,23,31
1810,ADANIPORTS,2015-07-30,PE,320.0,5.8,9.6,5.8,8.7,8.3,8.7,251,82294000.0,,278000,-1000,320.65,monthly,2015-07-08,320.65,22,30
1812,ADANIPORTS,2015-07-30,PE,320.0,8.0,12.4,8.0,11.4,10.5,11.4,111,36685000.0,,272000,-6000,315.15,monthly,2015-07-09,315.15,21,30
1814,ADANIPORTS,2015-07-30,PE,320.0,8.5,10.2,7.95,9.25,9.5,9.25,221,72639000.0,,388000,116000,317.1,monthly,2015-07-10,317.1,20,27
1816,ADANIPORTS,2015-07-30,PE,320.0,8.85,10.95,5.9,6.6,6.05,6.6,254,83218000.0,,470000,82000,321.4,monthly,2015-07-13,321.4,17,27
1818,ADANIPORTS,2015-07-30,PE,320.0,6.45,10.25,6.2,9.65,10.25,9.65,86,28224000.0,,475000,5000,315.9,monthly,2015-07-14,315.9,16,29
1820,ADANIPORTS,2015-07-30,PE,320.0,8.4,9.6,6.6,7.3,7.1,7.3,216,70783000.0,,366000,-109000,319.65,monthly,2015-07-15,319.65,15,28
1822,ADANIPORTS,2015-07-30,PE,330.0,11.0,11.0,7.5,8.45,8.45,8.45,62,21012000.0,,141000,38000,326.9,monthly,2015-07-16,326.9,14,27
1824,ADANIPORTS,2015-07-30,PE,330.0,7.0,11.85,6.15,6.55,6.4,6.55,71,23952000.0,,153000,12000,329.3,monthly,2015-07-17,329.3,13,26
1826,ADANIPORTS,2015-07-30,PE,330.0,7.6,8.05,5.5,6.0,6.35,6.0,86,28988000.0,,158000,5000,328.8,monthly,2015-07-20,328.8,10,25
1828,ADANIPORTS,2015-07-30,PE,320.0,2.1,5.05,2.05,4.3,4.7,4.3,329,106505000.0,,427000,7000,322.65,monthly,2015-07-21,322.65,9,28
1830,ADANIPORTS,2015-07-30,PE,320.0,4.8,5.65,2.85,3.15,3.0,3.15,183,59291999.99999999,,432000,5000,324.5,monthly,2015-07-22,324.5,8,27
1832,ADANIPORTS,2015-07-30,PE,330.0,6.85,7.55,4.25,4.6,4.4,4.6,214,71683000.0,,212000,55000,331.35,monthly,2015-07-23,331.35,7,29
1834,ADANIPORTS,2015-07-30,PE,320.0,2.15,2.8,1.7,2.35,2.25,2.35,226,72818000.0,,396000,-12000,323.9,monthly,2015-07-24,323.9,6,24
1836,ADANIPORTS,2015-07-30,PE,310.0,0.55,2.0,0.55,1.8,2.0,1.8,128,39846000.0,,174000,-16000,313.95,monthly,2015-07-27,313.95,3,30
1838,ADANIPORTS,2015-07-30,PE,310.0,1.4,2.0,1.05,1.55,1.7,1.55,121,37686000.0,,136000,-38000,313.45,monthly,2015-07-28,313.45,2,32
1840,ADANIPORTS,2015-07-30,PE,310.0,1.4,1.6,0.7,0.85,0.85,0.85,122,37974000.0,,104000,-32000,314.7,monthly,2015-07-29,314.7,1,39
2064,ADANIPORTS,2015-08-27,PE,330.0,11.2,11.65,9.9,10.4,10.4,10.4,257,87501000.0,,215000,180000,330.7,monthly,2015-08-03,330.7,24,33
2066,ADANIPORTS,2015-08-27,PE,340.0,13.0,13.9,11.0,11.6,11.3,11.6,132,46397000.0,,116000,109000,339.15,monthly,2015-08-04,339.15,23,34
2068,ADANIPORTS,2015-08-27,PE,340.0,10.5,12.5,10.0,11.35,11.15,11.35,42,14741000.0,,130000,14000,339.85,monthly,2015-08-05,339.85,22,35
2070,ADANIPORTS,2015-08-27,PE,350.0,13.4,13.4,12.75,13.0,13.0,13.0,4,1452000.0,,4000,3000,346.75,monthly,2015-08-06,346.75,21,35
2072,ADANIPORTS,2015-08-27,PE,340.0,8.1,11.2,7.75,10.4,11.2,10.4,90,31500000.0,,114000,-6000,339.55,monthly,2015-08-07,339.55,20,33
2074,ADANIPORTS,2015-08-27,PE,340.0,11.2,12.55,7.45,9.8,10.0,9.8,274,95718000.0,,150000,36000,338.55,monthly,2015-08-10,338.55,17,32
2076,ADANIPORTS,2015-08-27,PE,330.0,5.1,8.2,5.1,6.5,6.0,6.5,238,80090000.0,,345000,-39000,331.8,monthly,2015-08-11,331.8,16,27
2078,ADANIPORTS,2015-08-27,PE,320.0,4.0,7.45,3.9,7.15,6.55,7.15,247,80386000.0,,177000,-3000,322.2,monthly,2015-08-12,322.2,15,32
2080,ADANIPORTS,2015-08-27,PE,330.0,7.5,8.45,5.0,6.0,5.0,6.0,247,83201000.0,,219000,-10000,334.7,monthly,2015-08-13,334.7,14,32
2082,ADANIPORTS,2015-08-27,PE,360.0,10.05,13.0,7.5,8.3,8.0,8.3,571,211288000.0,,217000,216000,363.75,monthly,2015-08-14,363.75,13,38
2084,ADANIPORTS,2015-08-27,PE,360.0,8.0,10.6,8.0,9.85,9.5,9.85,172,63563000.0,,240000,23000,358.3,monthly,2015-08-17,358.3,10,38
2086,ADANIPORTS,2015-08-27,PE,360.0,7.85,7.85,4.25,6.6,7.05,6.6,445,162725000.0,,347000,107000,363.45,monthly,2015-08-18,363.45,9,37
2088,ADANIPORTS,2015-08-27,PE,370.0,15.45,15.45,9.3,10.75,10.95,10.75,73,27823000.0,,50000,-3000,365.5,monthly,2015-08-19,365.5,8,39
2090,ADANIPORTS,2015-08-27,PE,370.0,10.65,14.0,6.2,8.3,7.6,8.3,481,181785000.0,,103000,53000,368.55,monthly,2015-08-20,368.55,7,38
2092,ADANIPORTS,2015-08-27,PE,370.0,14.1,15.5,9.4,9.8,10.55,9.8,123,47036000.0,,71000,-32000,365.05,monthly,2015-08-21,365.05,6,38
2094,ADANIPORTS,2015-08-27,PE,330.0,0.7,8.0,0.7,5.3,6.0,5.3,617,206184000.0,,221000,-74000,334.6,monthly,2015-08-24,334.6,3,61
2096,ADANIPORTS,2015-08-27,PE,340.0,6.7,13.35,3.0,3.65,3.75,3.65,422,146082000.0,,370000,-23000,344.8,monthly,2015-08-25,344.8,2,57
2098,ADANIPORTS,2015-08-27,PE,350.0,8.0,9.15,1.6,4.35,3.3,4.35,211,74846000.0,,324000,5000,347.85,monthly,2015-08-26,347.85,1,43
2520,ADANIPORTS,2015-09-24,PE,340.0,12.05,18.0,10.9,16.1,16.55,16.1,177,62797000.0,2617000.0,100000,22000,342.25,monthly,2015-09-01,342.25,23,52
2522,ADANIPORTS,2015-09-24,PE,330.0,10.7,14.75,10.2,14.35,14.75,14.35,99,33917000.0,1247000.0,72000,-7000,334.55,monthly,2015-09-02,334.55,22,52
2524,ADANIPORTS,2015-09-24,PE,340.0,18.75,18.75,13.8,15.6,15.6,15.6,62,22073000.0,993000.0,106000,13000,339.4,monthly,2015-09-03,339.4,21,48
2526,ADANIPORTS,2015-09-24,PE,340.0,17.65,20.45,14.9,15.85,15.9,15.85,41,14669999.999999998,730000.0,94000,-12000,339.35,monthly,2015-09-04,339.35,20,50
2528,ADANIPORTS,2015-09-24,PE,320.0,6.35,14.35,6.0,13.65,13.75,13.65,142,47017000.0,1577000.0,72000,-4000,322.65,monthly,2015-09-07,322.65,17,55
2530,ADANIPORTS,2015-09-24,PE,320.0,13.0,18.7,12.3,15.05,15.55,15.05,189,63364000.0,2884000.0,87000,15000,317.55,monthly,2015-09-08,317.55,16,53
2532,ADANIPORTS,2015-09-24,PE,320.0,12.3,13.4,10.25,10.65,11.05,10.65,70,23186000.0,786000.0,102000,15000,324.05,monthly,2015-09-09,324.05,15,49
2534,ADANIPORTS,2015-09-24,PE,330.0,19.35,19.5,13.55,14.15,13.55,14.15,8,2772000.0,132000.0,104000,0,326.2,monthly,2015-09-10,326.2,14,48
2536,ADANIPORTS,2015-09-24,PE,320.0,8.4,11.05,6.4,10.2,9.8,10.2,112,36812000.0,972000.0,106000,10000,322.95,monthly,2015-09-11,322.95,13,49
2538,ADANIPORTS,2015-09-24,PE,330.0,12.9,13.85,10.9,11.25,11.35,11.25,45,15396000.0,546000.0,130000,2000,329.95,monthly,2015-09-14,329.95,10,52
2540,ADANIPORTS,2015-09-24,PE,330.0,10.0,11.8,8.5,9.6,9.6,9.6,66,22453000.0,673000.0,139000,9000,332.8,monthly,2015-09-15,332.8,9,53
